188,Perhaps examining the food on the plate too closely is something we should all avoid .,the food,is,we
189,"Hooters of America owns , operates or franchises a total of 192 of the hot wing restaurants , vs. the 12 run by Hooters Inc.",Hooters of America,owns operates or franchises,a total of 192 of the hot wing restaurants
190,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam .",some Iraqi fighters,who opposed United States in,Afghanistan
191,"With the patent issued to William Dodd , from Marietta , a present could become a virtual gift that only ligHtli touches down in the recipient 's e-mail box before being rejected and passed on to someone else with the click of a mouse .",the patent,issued to,William Dodd
192,"Extendicare Inc. agreed to buy Arbor Health Care Co. for about US$ 432 million in cash and assumed debt , nearly doubling its Florida and Ohio businesses and making it one of North America 's largest long-term health care providers .",Extendicare Inc.,agreed to buy,Arbor Health Care Co.
193,"When the passengers realized that other commercial jets had been hijacked and crashed , they fulfilled `` the quintessential American desire to act '' and `` decided to take matters into their own hands to avert a catastrophe , '' he said .",they,fulfilled,the quintessential American desire
194,Graham threw four touchdown passes in the title game and set up Groza 's 16-yard winning field goal with 28 seconds left on a frozen field at Cleveland 's Municipal Stadium .,Graham,threw,four touchdown passes
195,The two-year note 's yield was unchanged at 5.95 percent .,The two-year note 's yield,was unchanged at,5.95 percent
196,"When the university 's president , Richard P. Traina , retired in 2000 , he moved right into a spot on the board of the George I. Alden Trust , a $ 135 million foundation that 's run out of Fletcher , Tilton 's offices and which has been a strong Clark supporter .",Tilton 's offices,has been,a strong Clark supporter
197,American involvement in the Middle East is clearly the main impulse of the hatred that has been directed at America .,the Middle East,is clearly the main impulse of,the hatred
198,Some think the blend is more weighted toward expedience .,the blend,is more weighted toward,expedience
199,"A spokesperson for Omega in Rio de Janeiro , was not immediately available for comment .",A spokesperson,was not available for,comment
200,"As he left the UN building , Sabri said he hoped Iraq 's announcement was a first step toward the `` lifting of this brutal regime of sanctions '' against his country .",Sabri,hoped,Iraq 's announcement
201,The clamor for coverage arising from Diana 's death recalled how profitable her image had been for some publications during her life .,her image,had been for,some publications
202,Bush instructed Secretary of State Colin Powell to begin intensive diplomacy aimed at crafting a U.N. Security Council resolution that would amount to an ultimatum for Iraq : comply or face the prospect of military attack .,Bush,instructed to begin,intensive diplomacy
203,"A grocery store strike between Ralphs ' parent company , Kroger Co. , and 3,300 union employees in Wms T$ Virginia , Ohio and Kentucky ities between the two situations offer reason to hope : Both strikes involve Kroger stores and United Food and Commercial Workers employees , both disputes center on health care plans , both began in early October , and both have been mediated by federal officials .",both,began in,early October
204,"He threw three scoreless innings , enabling Seattle to climb back into the game .",three scoreless innings,enabling,Seattle
205,That carpet cleaning company was started by a 16-year old who wound up with stock worth more than $ 100 million after his company went public .,who,wound up with,with stock worth
206,"BSA seized items from SM Summit in a raid on Aug. 12 and 13 . c.2002 SAN FRANCISCO CHRONICLE City Supervisor Tom Ammiano , who sponsored the law , said many of the problems were simply a matter of getting the new system up and running .",c. 2002 SAN FRANCISCO CHRONICLE City Supervisor Tom Ammiano,sponsored,the law
207,She sought out the untouchables of our society and she touched them .,She,sought out,she
208,"Or it can maintain and expand a safety net that is already larger than many people had thought , possibly giving more discouraged workers reason to depend on a government check .",it,can maintain,a safety net
209,Programmers always enter a season worried about the future of specific programs ; but never before have so many of them entered a season so worried about the future of the entire business .,Programmers,always enter a season worried about,the future of specific programs
210,"He was back in Atlanta last October on a non-guaranteed training camp contract , but the Hawks released him so he could sign a guaranteed deal with Panathinaikos , a Greek team that he led to the Euroleague championship .",him,could sign,a guaranteed deal
211,"In the most world-renowned episode , seven frantic photographers on motorbikes chased Princess Diana and her companion , Dodi al-Fayed , after leaving the Ritz hotel in Paris .",seven frantic photographers,chased,her companion
212,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam .",senior American intelligence officials,have said have drifted to,Iraq
213,What the team did n't count on was that Boselli would have two more surgical procedures on his shoulder after he became a Texan .,Boselli,would more surgical procedures,a Texan
